latitude,longitude,duration,restriction_code,category,marker_colour,restriction_summary,on_street,street_from,street_to,parking_zone
-37.812513706488204,144.9406746709352,2P,2P,Timed parking,green,Sat 07:30:00-18:30:00 2P,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.81245577522808,144.94082796419855,Special purpose,SP,Other,black,Mon-Fri 07:30:00-09:30:00 SP,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.81245577522808,144.94082796419855,2P,2P,Timed parking,green,Mon-Fri 09:30:00-15:00:00 2P,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.81245577522808,144.94082796419855,Special purpose,SP,Other,black,Mon-Fri 15:00:00-16:30:00 SP,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.81245577522808,144.94082796419855,2P,2P,Timed parking,green,Mon-Fri 16:30:00-18:30:00 2P,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.81245577522808,144.94082796419855,2P,2P,Timed parking,green,Sat 07:30:00-18:30:00 2P,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.812398460108454,144.94098060138185,Special purpose,SP,Other,black,Mon-Fri 07:30:00-09:30:00 SP,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.812398460108454,144.94098060138185,2P,2P,Timed parking,green,Mon-Fri 09:30:00-15:00:00 2P,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.812398460108454,144.94098060138185,Special purpose,SP,Other,black,Mon-Fri 15:00:00-16:30:00 SP,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.812398460108454,144.94098060138185,2P,2P,Timed parking,green,Mon-Fri 16:30:00-18:30:00 2P,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.812398460108454,144.94098060138185,2P,2P,Timed parking,green,Sat 07:30:00-18:30:00 2P,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.81237334714782,144.94104656813326,Special purpose,SP,Other,black,Mon-Fri 07:30:00-09:30:00 SP,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.81237334714782,144.94104656813326,2P,2P,Timed parking,green,Mon-Fri 09:30:00-15:00:00 2P,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.81237334714782,144.94104656813326,Special purpose,SP,Other,black,Mon-Fri 15:00:00-16:30:00 SP,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.81237334714782,144.94104656813326,2P,2P,Timed parking,green,Mon-Fri 16:30:00-18:30:00 2P,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.81237334714782,144.94104656813326,2P,2P,Timed parking,green,Sat 07:30:00-18:30:00 2P,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.8127837727216,144.9399643372807,Special purpose,SP,Other,black,Mon-Fri 07:30:00-09:30:00 SP,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.8127837727216,144.9399643372807,2P,2P,Timed parking,green,Mon-Fri 09:30:00-15:00:00 2P,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.8127837727216,144.9399643372807,Special purpose,SP,Other,black,Mon-Fri 15:00:00-16:30:00 SP,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.8127837727216,144.9399643372807,2P,2P,Timed parking,green,Mon-Fri 16:30:00-18:30:00 2P,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.8127837727216,144.9399643372807,2P,2P,Timed parking,green,Sat 07:30:00-18:30:00 2P,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.81248965430113,144.94073843257348,Special purpose,SP,Other,black,Mon-Fri 07:30:00-09:30:00 SP,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.81248965430113,144.94073843257348,2P,2P,Timed parking,green,Mon-Fri 09:30:00-15:00:00 2P,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.81248965430113,144.94073843257348,Special purpose,SP,Other,black,Mon-Fri 15:00:00-16:30:00 SP,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.81248965430113,144.94073843257348,2P,2P,Timed parking,green,Mon-Fri 16:30:00-18:30:00 2P,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.81248965430113,144.94073843257348,2P,2P,Timed parking,green,Sat 07:30:00-18:30:00 2P,Little Docklands Drive,Footscray Road,Waterfront Way,7210
-37.81955745298548,144.94369160324493,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Merchant Street,Bourke Street,Victoria Harbour Promenade,7212
-37.81950158229296,144.9436659431201,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Merchant Street,Bourke Street,Victoria Harbour Promenade,7212
-37.81944571159547,144.9436402835995,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Merchant Street,Bourke Street,Victoria Harbour Promenade,7212
-37.81938983073863,144.94361466018285,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Merchant Street,Bourke Street,Victoria Harbour Promenade,7212
-37.81933640648754,144.94359021203934,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Merchant Street,Bourke Street,Victoria Harbour Promenade,7212
-37.82020943094864,144.94395853447838,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Merchant Street,Bourke Street,Collins Street,7213
-37.82026048159719,144.9439810491996,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Merchant Street,Bourke Street,Collins Street,7213
-37.82031147805616,144.94400366621178,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Merchant Street,Bourke Street,Collins Street,7213
-37.820362474961634,144.94402627094496,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Merchant Street,Bourke Street,Collins Street,7213
-37.820413468220664,144.9440488762877,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Merchant Street,Bourke Street,Collins Street,7213
-37.82086060421838,144.9442537418388,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Merchant Street,Bourke Street,Collins Street,7213
-37.820920432409906,144.94428227453616,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Merchant Street,Bourke Street,Collins Street,7213
-37.8209802619662,144.94431080784483,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Merchant Street,Bourke Street,Collins Street,7213
-37.82104009152626,144.94433934119712,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Merchant Street,Bourke Street,Collins Street,7213
-37.81958733493094,144.94585276802383,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Navigation Drive,Bourke Street,Collins Street,7214
-37.819641539773656,144.94586612662667,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Navigation Drive,Bourke Street,Collins Street,7214
-37.81969672078945,144.9458806148036,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Navigation Drive,Bourke Street,Collins Street,7214
-37.81975190227377,144.9458951018895,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Navigation Drive,Bourke Street,Collins Street,7214
-37.81980707842661,144.945909621506,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Navigation Drive,Bourke Street,Collins Street,7214
-37.81986006122925,144.94592410249493,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Navigation Drive,Bourke Street,Collins Street,7214
-37.820142626566124,144.94599901947242,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Navigation Drive,Bourke Street,Collins Street,7214
-37.820205691514495,144.9460135602858,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Navigation Drive,Bourke Street,Collins Street,7214
-37.82026702060972,144.94602948689106,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Navigation Drive,Bourke Street,Collins Street,7214
-37.82032788923816,144.94604541207383,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Navigation Drive,Bourke Street,Collins Street,7214
-37.82038876842533,144.94606127507134,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Navigation Drive,Bourke Street,Collins Street,7214
-37.82044961672015,144.94607732811323,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Navigation Drive,Bourke Street,Collins Street,7214
-37.82107646203974,144.946243382511,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Navigation Drive,Bourke Street,Collins Street,7214
-37.82053114138522,144.95470260915596,2P,MP2P,Metered parking,green,Mon-Fri 09:00:00-16:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.82053114138522,144.95470260915596,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.82053114138522,144.95470260915596,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.82047607788187,144.95467759457046,2P,MP2P,Metered parking,green,Mon-Fri 09:00:00-16:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.82047607788187,144.95467759457046,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.82047607788187,144.95467759457046,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.820423666254094,144.95465361283914,2P,MP2P,Metered parking,green,Mon-Fri 09:00:00-16:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.820423666254094,144.95465361283914,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.820423666254094,144.95465361283914,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.82037346768652,144.95463055373497,2P,MP2P,Metered parking,green,Mon-Fri 09:00:00-16:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.82037346768652,144.95463055373497,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.82037346768652,144.95463055373497,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.820322263929086,144.9546071199171,2P,MP2P,Metered parking,green,Mon-Fri 09:00:00-16:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.820322263929086,144.9546071199171,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.820322263929086,144.9546071199171,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.82027020009988,144.95458322910955,2P,MP2P,Metered parking,green,Mon-Fri 09:00:00-16:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.82027020009988,144.95458322910955,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.82027020009988,144.95458322910955,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.820218307476466,144.9545594873518,2P,MP2P,Metered parking,green,Mon-Fri 09:00:00-16:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.820218307476466,144.9545594873518,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.820218307476466,144.9545594873518,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.8201668549864,144.95453587450794,2P,MP2P,Metered parking,green,Mon-Fri 09:00:00-16:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.8201668549864,144.95453587450794,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.8201668549864,144.95453587450794,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.82011429509811,144.95451180212012,2P,MP2P,Metered parking,green,Mon-Fri 09:00:00-16:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.82011429509811,144.95451180212012,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.82011429509811,144.95451180212012,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Spencer Street,Flinders Street,Flinders Lane,7218
-37.82249515523104,144.9521959601043,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82249515523104,144.9521959601043,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82249515523104,144.9521959601043,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82250487011976,144.95216400545675,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82250487011976,144.95216400545675,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82250487011976,144.95216400545675,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82251358088368,144.95213374857926,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82251358088368,144.95213374857926,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82251358088368,144.95213374857926,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.822523929297894,144.9521005255906,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.822523929297894,144.9521005255906,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.822523929297894,144.9521005255906,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82253375737386,144.95206800770742,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82253375737386,144.95206800770742,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82253375737386,144.95206800770742,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82230254427385,144.9534210170546,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82230254427385,144.9534210170546,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82230254427385,144.9534210170546,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82232102797104,144.95335692206876,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82232102797104,144.95335692206876,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82232102797104,144.95335692206876,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82234105011817,144.953287549408,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82234105011817,144.953287549408,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82234105011817,144.953287549408,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.822359539262656,144.9532235093248,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.822359539262656,144.9532235093248,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.822359539262656,144.9532235093248,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82248932751718,144.95277816994894,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82248932751718,144.95277816994894,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82248932751718,144.95277816994894,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.822507063095294,144.95271680525497,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.822507063095294,144.95271680525497,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.822507063095294,144.95271680525497,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82252556959601,144.95265277617113,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82252556959601,144.95265277617113,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82252556959601,144.95265277617113,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82254360357769,144.95259033696777,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82254360357769,144.95259033696777,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.82254360357769,144.95259033696777,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7219
-37.813055546862586,144.93671380204069,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Pearl River Road,Footscray Road,Docklands Drive,7220
-37.813104291670655,144.93674327010285,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Pearl River Road,Footscray Road,Docklands Drive,7220
-37.813153033720134,144.93677276581576,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Pearl River Road,Footscray Road,Docklands Drive,7220
-37.81433845861139,144.93748277187038,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Pearl River Road,Footscray Road,Docklands Drive,7220
-37.81428979308582,144.9374532925529,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Pearl River Road,Footscray Road,Docklands Drive,7220
-37.81419223311255,144.93739423614537,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Pearl River Road,Footscray Road,Docklands Drive,7220
-37.81424102885472,144.9374236351444,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Pearl River Road,Footscray Road,Docklands Drive,7220
-37.81443301063047,144.9375402290621,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Pearl River Road,Footscray Road,Docklands Drive,7220
-37.81414342826124,144.93736491809432,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Pearl River Road,Footscray Road,Docklands Drive,7220
-37.81438711924288,144.93751245168374,2P,2P,Timed parking,green,Mon-Sat 07:30:00-18:30:00 2P,Pearl River Road,Footscray Road,Docklands Drive,7220
-37.82050623465054,144.94290861086614,15 min,QP,Short stay,pink,Mon-Fri 07:30:00-09:30:00 QP,Seafarer Lane,Bourke Street,Collins Street,7222
-37.82050623465054,144.94290861086614,2P,2P,Timed parking,green,Mon-Fri 09:30:00-16:00:00 2P,Seafarer Lane,Bourke Street,Collins Street,7222
-37.82050623465054,144.94290861086614,15 min,QP,Short stay,pink,Mon-Fri 16:00:00-18:30:00 QP,Seafarer Lane,Bourke Street,Collins Street,7222
-37.82050623465054,144.94290861086614,2P,2P,Timed parking,green,Sat 07:30:00-18:30:00 2P,Seafarer Lane,Bourke Street,Collins Street,7222
-37.82055869070746,144.9429319583788,15 min,QP,Short stay,pink,Mon-Fri 07:30:00-09:30:00 QP,Seafarer Lane,Bourke Street,Collins Street,7222
-37.82055869070746,144.9429319583788,2P,2P,Timed parking,green,Mon-Fri 09:30:00-16:00:00 2P,Seafarer Lane,Bourke Street,Collins Street,7222
-37.82055869070746,144.9429319583788,15 min,QP,Short stay,pink,Mon-Fri 16:00:00-18:30:00 QP,Seafarer Lane,Bourke Street,Collins Street,7222
-37.82055869070746,144.9429319583788,2P,2P,Timed parking,green,Sat 07:30:00-18:30:00 2P,Seafarer Lane,Bourke Street,Collins Street,7222
-37.820849264444725,144.94306585953603,15 min,QP,Short stay,pink,Mon-Fri 07:30:00-09:30:00 QP,Seafarer Lane,Bourke Street,Collins Street,7222
-37.820849264444725,144.94306585953603,2P,2P,Timed parking,green,Mon-Fri 09:30:00-16:00:00 2P,Seafarer Lane,Bourke Street,Collins Street,7222
-37.820849264444725,144.94306585953603,15 min,QP,Short stay,pink,Mon-Fri 16:00:00-18:30:00 QP,Seafarer Lane,Bourke Street,Collins Street,7222
-37.820849264444725,144.94306585953603,2P,2P,Timed parking,green,Sat 07:30:00-18:30:00 2P,Seafarer Lane,Bourke Street,Collins Street,7222
-37.822237339850616,144.9536460664737,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Siddeley Street,Spencer Street,Wurundjeri Way,7223
-37.822237339850616,144.9536460664737,2P,MP2P,Metered parking,green,Mon-Fri 16:00:00-19:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7223
-37.822237339850616,144.9536460664737,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7223
-37.822237339850616,144.9536460664737,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7223
-37.82225614441157,144.9535811474653,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Siddeley Street,Spencer Street,Wurundjeri Way,7223
-37.82225614441157,144.9535811474653,2P,MP2P,Metered parking,green,Mon-Fri 16:00:00-19:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7223
-37.82225614441157,144.9535811474653,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7223
-37.82225614441157,144.9535811474653,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Siddeley Street,Spencer Street,Wurundjeri Way,7223
-37.81337655481154,144.94083161643653,Special purpose,SP,Other,black,Mon-Fri 07:30:00-09:30:00 SP,Saint Mangos Lane North,Docklands Drive,,7226
-37.81337655481154,144.94083161643653,2P,2P,Timed parking,green,Mon-Fri 09:30:00-15:00:00 2P,Saint Mangos Lane North,Docklands Drive,,7226
-37.81337655481154,144.94083161643653,Special purpose,SP,Other,black,Mon-Fri 15:00:00-16:30:00 SP,Saint Mangos Lane North,Docklands Drive,,7226
-37.81337655481154,144.94083161643653,2P,2P,Timed parking,green,Mon-Fri 16:30:00-18:30:00 2P,Saint Mangos Lane North,Docklands Drive,,7226
-37.81337655481154,144.94083161643653,2P,2P,Timed parking,green,Sat 07:30:00-18:30:00 2P,Saint Mangos Lane North,Docklands Drive,,7226
-37.813323902840146,144.94079957685634,Special purpose,SP,Other,black,Mon-Fri 07:30:00-09:30:00 SP,Saint Mangos Lane North,Docklands Drive,,7226
-37.813323902840146,144.94079957685634,2P,2P,Timed parking,green,Mon-Fri 09:30:00-15:00:00 2P,Saint Mangos Lane North,Docklands Drive,,7226
-37.813323902840146,144.94079957685634,Special purpose,SP,Other,black,Mon-Fri 15:00:00-16:30:00 SP,Saint Mangos Lane North,Docklands Drive,,7226
-37.813323902840146,144.94079957685634,2P,2P,Timed parking,green,Mon-Fri 16:30:00-18:30:00 2P,Saint Mangos Lane North,Docklands Drive,,7226
-37.813323902840146,144.94079957685634,2P,2P,Timed parking,green,Sat 07:30:00-18:30:00 2P,Saint Mangos Lane North,Docklands Drive,,7226
-37.81327220575271,144.94076869835573,Special purpose,SP,Other,black,Mon-Fri 07:30:00-09:30:00 SP,Saint Mangos Lane North,Docklands Drive,,7226
-37.81327220575271,144.94076869835573,2P,2P,Timed parking,green,Mon-Fri 09:30:00-15:00:00 2P,Saint Mangos Lane North,Docklands Drive,,7226
-37.81327220575271,144.94076869835573,Special purpose,SP,Other,black,Mon-Fri 15:00:00-16:30:00 SP,Saint Mangos Lane North,Docklands Drive,,7226
-37.81327220575271,144.94076869835573,2P,2P,Timed parking,green,Mon-Fri 16:30:00-18:30:00 2P,Saint Mangos Lane North,Docklands Drive,,7226
-37.81327220575271,144.94076869835573,2P,2P,Timed parking,green,Sat 07:30:00-18:30:00 2P,Saint Mangos Lane North,Docklands Drive,,7226
-37.81321970698011,144.94073728837014,Special purpose,SP,Other,black,Mon-Fri 07:30:00-09:30:00 SP,Saint Mangos Lane North,Docklands Drive,,7226
-37.81321970698011,144.94073728837014,2P,2P,Timed parking,green,Mon-Fri 09:30:00-15:00:00 2P,Saint Mangos Lane North,Docklands Drive,,7226
-37.81321970698011,144.94073728837014,Special purpose,SP,Other,black,Mon-Fri 15:00:00-16:30:00 SP,Saint Mangos Lane North,Docklands Drive,,7226
-37.81321970698011,144.94073728837014,2P,2P,Timed parking,green,Mon-Fri 16:30:00-18:30:00 2P,Saint Mangos Lane North,Docklands Drive,,7226
-37.81321970698011,144.94073728837014,2P,2P,Timed parking,green,Sat 07:30:00-18:30:00 2P,Saint Mangos Lane North,Docklands Drive,,7226
-37.813167352950984,144.9407054984012,Special purpose,SP,Other,black,Mon-Fri 07:30:00-09:30:00 SP,Saint Mangos Lane North,Docklands Drive,,7226
