latitude,longitude,duration,restriction_code,category,marker_colour,restriction_summary,on_street,street_from,street_to,parking_zone
-37.80307185544459,144.95966334548513,3P,MP3P,Metered parking,blue,Mon-Fri 07:00:00-19:00:00 MP3P,Barry Street,Leicester Street,Pelham Street,7002
-37.80307185544459,144.95966334548513,3P,MP3P,Metered parking,blue,Mon-Fri 19:00:00-22:00:00 MP3P,Barry Street,Leicester Street,Pelham Street,7002
-37.80307185544459,144.95966334548513,3P,MP3P,Metered parking,blue,Sat-Sun 07:00:00-22:00:00 MP3P,Barry Street,Leicester Street,Pelham Street,7002
-37.80493584201834,144.9599299457858,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80493584201834,144.9599299457858,2P,2P,Timed parking,green,Mon-Fri 07:30:00-18:30:00 2P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80493584201834,144.9599299457858,3P,MP3P,Metered parking,blue,Mon-Fri 16:00:00-19:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80493584201834,144.9599299457858,3P,MP3P,Metered parking,blue,Mon-Fri 19:00:00-22:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80493584201834,144.9599299457858,2P,2P,Timed parking,green,Sat 07:30:00-12:30:00 2P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80493584201834,144.9599299457858,3P,MP3P,Metered parking,blue,Sat-Sun 07:00:00-22:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80488630509279,144.9599071396808,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80488630509279,144.9599071396808,2P,2P,Timed parking,green,Mon-Fri 07:30:00-18:30:00 2P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80488630509279,144.9599071396808,3P,MP3P,Metered parking,blue,Mon-Fri 16:00:00-19:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80488630509279,144.9599071396808,3P,MP3P,Metered parking,blue,Mon-Fri 19:00:00-22:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80488630509279,144.9599071396808,2P,2P,Timed parking,green,Sat 07:30:00-12:30:00 2P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80488630509279,144.9599071396808,3P,MP3P,Metered parking,blue,Sat-Sun 07:00:00-22:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80483438857518,144.95988325071232,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80483438857518,144.95988325071232,2P,2P,Timed parking,green,Mon-Fri 07:30:00-18:30:00 2P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80483438857518,144.95988325071232,3P,MP3P,Metered parking,blue,Mon-Fri 16:00:00-19:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80483438857518,144.95988325071232,3P,MP3P,Metered parking,blue,Mon-Fri 19:00:00-22:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80483438857518,144.95988325071232,2P,2P,Timed parking,green,Sat 07:30:00-12:30:00 2P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80483438857518,144.95988325071232,3P,MP3P,Metered parking,blue,Sat-Sun 07:00:00-22:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.8047825506759,144.959859492751,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.8047825506759,144.959859492751,2P,2P,Timed parking,green,Mon-Fri 07:30:00-18:30:00 2P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.8047825506759,144.959859492751,3P,MP3P,Metered parking,blue,Mon-Fri 16:00:00-19:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.8047825506759,144.959859492751,3P,MP3P,Metered parking,blue,Mon-Fri 19:00:00-22:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.8047825506759,144.959859492751,2P,2P,Timed parking,green,Sat 07:30:00-12:30:00 2P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.8047825506759,144.959859492751,3P,MP3P,Metered parking,blue,Sat-Sun 07:00:00-22:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80472860023576,144.95983457919806,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80472860023576,144.95983457919806,2P,2P,Timed parking,green,Mon-Fri 07:30:00-18:30:00 2P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80472860023576,144.95983457919806,3P,MP3P,Metered parking,blue,Mon-Fri 16:00:00-19:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80472860023576,144.95983457919806,3P,MP3P,Metered parking,blue,Mon-Fri 19:00:00-22:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80472860023576,144.95983457919806,2P,2P,Timed parking,green,Sat 07:30:00-12:30:00 2P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80472860023576,144.95983457919806,3P,MP3P,Metered parking,blue,Sat-Sun 07:00:00-22:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80467526890163,144.9598100707709,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80467526890163,144.9598100707709,2P,2P,Timed parking,green,Mon-Fri 07:30:00-18:30:00 2P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80467526890163,144.9598100707709,3P,MP3P,Metered parking,blue,Mon-Fri 16:00:00-19:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80467526890163,144.9598100707709,3P,MP3P,Metered parking,blue,Mon-Fri 19:00:00-22:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80467526890163,144.9598100707709,2P,2P,Timed parking,green,Sat 07:30:00-12:30:00 2P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80467526890163,144.9598100707709,3P,MP3P,Metered parking,blue,Sat-Sun 07:00:00-22:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80494406642042,144.95978034301152,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80494406642042,144.95978034301152,2P,2P,Timed parking,green,Mon-Fri 07:30:00-18:30:00 2P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80494406642042,144.95978034301152,3P,MP3P,Metered parking,blue,Mon-Fri 16:00:00-19:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80494406642042,144.95978034301152,3P,MP3P,Metered parking,blue,Mon-Fri 19:00:00-22:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80494406642042,144.95978034301152,2P,2P,Timed parking,green,Sat 07:30:00-12:30:00 2P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80494406642042,144.95978034301152,3P,MP3P,Metered parking,blue,Sat-Sun 07:00:00-22:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.805040594246165,144.9598249788204,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.805040594246165,144.9598249788204,2P,2P,Timed parking,green,Mon-Fri 07:30:00-18:30:00 2P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.805040594246165,144.9598249788204,3P,MP3P,Metered parking,blue,Mon-Fri 16:00:00-19:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.805040594246165,144.9598249788204,3P,MP3P,Metered parking,blue,Mon-Fri 19:00:00-22:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.805040594246165,144.9598249788204,2P,2P,Timed parking,green,Sat 07:30:00-12:30:00 2P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.805040594246165,144.9598249788204,3P,MP3P,Metered parking,blue,Sat-Sun 07:00:00-22:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.802247643461136,144.95868857246288,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.802247643461136,144.95868857246288,2P,2P,Timed parking,green,Mon-Fri 07:30:00-18:30:00 2P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.802247643461136,144.95868857246288,3P,MP3P,Metered parking,blue,Mon-Fri 16:00:00-19:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.802247643461136,144.95868857246288,3P,MP3P,Metered parking,blue,Mon-Fri 19:00:00-22:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.802247643461136,144.95868857246288,2P,2P,Timed parking,green,Sat 07:30:00-12:30:00 2P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.802247643461136,144.95868857246288,3P,MP3P,Metered parking,blue,Sat-Sun 07:00:00-22:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80218970086564,144.9586617931266,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80218970086564,144.9586617931266,2P,2P,Timed parking,green,Mon-Fri 07:30:00-18:30:00 2P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80218970086564,144.9586617931266,3P,MP3P,Metered parking,blue,Mon-Fri 16:00:00-19:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80218970086564,144.9586617931266,3P,MP3P,Metered parking,blue,Mon-Fri 19:00:00-22:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80218970086564,144.9586617931266,2P,2P,Timed parking,green,Sat 07:30:00-12:30:00 2P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80218970086564,144.9586617931266,3P,MP3P,Metered parking,blue,Sat-Sun 07:00:00-22:00:00 MP3P,Berkeley Street,Leicester Street | Queensberry Street,Queensberry Street | Pelham Street,7010
-37.80381898833453,144.95941324470542,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Berkeley Street,Queensberry Street,Pelham Street,7012
-37.80381898833453,144.95941324470542,3P,MP3P,Metered parking,blue,Mon-Fri 07:00:00-19:00:00 MP3P,Berkeley Street,Queensberry Street,Pelham Street,7012
-37.80381898833453,144.95941324470542,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Berkeley Street,Queensberry Street,Pelham Street,7012
-37.80381898833453,144.95941324470542,3P,MP3P,Metered parking,blue,Mon-Fri 19:00:00-22:00:00 MP3P,Berkeley Street,Queensberry Street,Pelham Street,7012
-37.80381898833453,144.95941324470542,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Berkeley Street,Queensberry Street,Pelham Street,7012
-37.80381898833453,144.95941324470542,3P,MP3P,Metered parking,blue,Sat-Sun 07:00:00-22:00:00 MP3P,Berkeley Street,Queensberry Street,Pelham Street,7012
-37.80107432855722,144.96248060524562,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Bouverie Street,Lincoln Square North,Grattan Street,7015
-37.80107432855722,144.96248060524562,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Bouverie Street,Lincoln Square North,Grattan Street,7015
-37.80107432855722,144.96248060524562,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Bouverie Street,Lincoln Square North,Grattan Street,7015
-37.801126099025595,144.96247162246544,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Bouverie Street,Lincoln Square North,Grattan Street,7015
-37.801126099025595,144.96247162246544,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Bouverie Street,Lincoln Square North,Grattan Street,7015
-37.801126099025595,144.96247162246544,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Bouverie Street,Lincoln Square North,Grattan Street,7015
-37.801177851516826,144.96246264242455,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Bouverie Street,Lincoln Square North,Grattan Street,7015
-37.801177851516826,144.96246264242455,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Bouverie Street,Lincoln Square North,Grattan Street,7015
-37.801177851516826,144.96246264242455,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Bouverie Street,Lincoln Square North,Grattan Street,7015
-37.80122963590459,144.96245366494963,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Bouverie Street,Lincoln Square North,Grattan Street,7015
-37.80122963590459,144.96245366494963,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Bouverie Street,Lincoln Square North,Grattan Street,7015
-37.80122963590459,144.96245366494963,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Bouverie Street,Lincoln Square North,Grattan Street,7015
-37.8018999528026,144.96233770341735,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Bouverie Street,Pelham Street,Lincoln Square North,7018
-37.8018999528026,144.96233770341735,2P,MP2P,Metered parking,green,Mon-Fri 16:00:00-19:00:00 MP2P,Bouverie Street,Pelham Street,Lincoln Square North,7018
-37.8018999528026,144.96233770341735,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Bouverie Street,Pelham Street,Lincoln Square North,7018
-37.8018999528026,144.96233770341735,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Bouverie Street,Pelham Street,Lincoln Square North,7018
-37.80195349886469,144.9623282461336,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Bouverie Street,Pelham Street,Lincoln Square North,7018
-37.80195349886469,144.9623282461336,2P,MP2P,Metered parking,green,Mon-Fri 16:00:00-19:00:00 MP2P,Bouverie Street,Pelham Street,Lincoln Square North,7018
-37.80195349886469,144.9623282461336,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Bouverie Street,Pelham Street,Lincoln Square North,7018
-37.80195349886469,144.9623282461336,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Bouverie Street,Pelham Street,Lincoln Square North,7018
-37.802007044484625,144.9623187882548,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Bouverie Street,Pelham Street,Lincoln Square North,7018
-37.802007044484625,144.9623187882548,2P,MP2P,Metered parking,green,Mon-Fri 16:00:00-19:00:00 MP2P,Bouverie Street,Pelham Street,Lincoln Square North,7018
-37.802007044484625,144.9623187882548,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Bouverie Street,Pelham Street,Lincoln Square North,7018
-37.802007044484625,144.9623187882548,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Bouverie Street,Pelham Street,Lincoln Square North,7018
-37.80617828444319,144.96135100873266,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Bouverie Street,Victoria Street,Queensberry Street,7019
-37.80617828444319,144.96135100873266,2P,MP2P,Metered parking,green,Mon-Fri 16:00:00-19:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7019
-37.80617828444319,144.96135100873266,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7019
-37.80617828444319,144.96135100873266,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7019
-37.8048613248529,144.96182089619322,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.8048613248529,144.96182089619322,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.8048613248529,144.96182089619322,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.80496811052886,144.96168291390882,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.80496811052886,144.96168291390882,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.80496811052886,144.96168291390882,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.8048401024667,144.961705342315,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.8048401024667,144.961705342315,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.8048401024667,144.961705342315,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.80476492224104,144.96171853872244,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.80476492224104,144.96171853872244,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.80476492224104,144.96171853872244,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.804687036086804,144.96173229281166,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.804687036086804,144.96173229281166,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.804687036086804,144.96173229281166,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.8046623351441,144.96173669002383,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.8046623351441,144.96173669002383,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.8046623351441,144.96173669002383,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.80504657895022,144.96155226512576,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.80504657895022,144.96155226512576,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.80504657895022,144.96155226512576,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.80493703528678,144.9615714574154,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.80493703528678,144.9615714574154,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.80493703528678,144.9615714574154,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.80482983959025,144.96159036988695,2P,MP2P,Metered parking,green,Mon-Fri 07:00:00-19:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.80482983959025,144.96159036988695,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.80482983959025,144.96159036988695,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Bouverie Street,Victoria Street,Queensberry Street,7025
-37.79506794595409,144.97277440018868,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79506794595409,144.97277440018868,2P,MP2P,Metered parking,green,Mon-Fri 16:00:00-19:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79506794595409,144.97277440018868,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79506794595409,144.97277440018868,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79502666258857,144.97240204442983,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79502666258857,144.97240204442983,2P,MP2P,Metered parking,green,Mon-Fri 16:00:00-19:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79502666258857,144.97240204442983,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79502666258857,144.97240204442983,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.794993762404346,144.97209994853773,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Clarendon Street,Albert Street,Victoria Parade,7053
-37.794993762404346,144.97209994853773,2P,MP2P,Metered parking,green,Mon-Fri 16:00:00-19:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.794993762404346,144.97209994853773,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.794993762404346,144.97209994853773,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79497966524963,144.9719705034874,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79497966524963,144.9719705034874,2P,MP2P,Metered parking,green,Mon-Fri 16:00:00-19:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79497966524963,144.9719705034874,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79497966524963,144.9719705034874,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79495360391401,144.97173134630543,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79495360391401,144.97173134630543,2P,MP2P,Metered parking,green,Mon-Fri 16:00:00-19:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79495360391401,144.97173134630543,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79495360391401,144.97173134630543,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79493418293051,144.97155131195115,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79493418293051,144.97155131195115,2P,MP2P,Metered parking,green,Mon-Fri 16:00:00-19:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79493418293051,144.97155131195115,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79493418293051,144.97155131195115,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79491926425749,144.97141229186371,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79491926425749,144.97141229186371,2P,MP2P,Metered parking,green,Mon-Fri 16:00:00-19:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79491926425749,144.97141229186371,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79491926425749,144.97141229186371,2P,MP2P,Metered parking,green,Sat-Sun 07:00:00-22:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79494701546585,144.97167049003838,Loading zone,LZ30,Loading zone,yellow,Mon-Fri 07:00:00-16:00:00 LZ30,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79494701546585,144.97167049003838,2P,MP2P,Metered parking,green,Mon-Fri 16:00:00-19:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
-37.79494701546585,144.97167049003838,2P,MP2P,Metered parking,green,Mon-Fri 19:00:00-22:00:00 MP2P,Clarendon Street,Albert Street,Victoria Parade,7053
